Item,,,,,Conduction,,,
"",Location,Year,Make / Model,Plate #,,Color,Mileage,Minimun Bid Price
No.,,,,,Sticker No.,,,
1683,DAVAO DIAMOND,2019,FORD RANGER 2.2 4X4 XLS MT,JAD9010,C2G217,ARCTIC WHITE,unavailable,"329,800.00"
1684,DAVAO DIAMOND,2018,FORD RANGER 2.2L WILDTRAK 4X4 MT,MAH6720,C1S394,PRIDE ORANGE,"159,649","442,800.00"
1685,DAVAO DIAMOND,2022,FORD RANGER 2.2L XLS 4X2 MT,NFD9929,C41763,ARCTIC WHITE,"41,889","726,000.00"
1686,DAVAO DIAMOND,2020,FORD RANGER 2.2L XLT 4X2 AT,NGJ5793,C2Q943,TRUE RED,"42,116","899,000.00"
1687,DAVAO DIAMOND,2020,FORD RANGER 2.2L XLT 4X2 AT,ZAB6277,C2Q388,ABSOLUTE BLACK,"67,758","889,000.00"
1688,DAVAO DIAMOND,2019,FORD RANGER DOUBLE 2.2L 4X2 XLT MT,LAF3706,C2D573,METEOR GRAY,"93,728","680,400.00"
1689,DAVAO DIAMOND,2018,FORD RANGER DOUBLE HI RIDER 2.2L 4X2 FX4 MT,ZAA8611,C1P229,METEOR GRAY,"118,305","522,400.00"
1690,DAVAO DIAMOND,2019,FORD RANGER DOUBLE HI RIDER 4X2 XLT MT,MAO3224,C1W230,COOL WHITE,"179,439","540,000.00"
1691,DAVAO DIAMOND,2015,FORD RANGER DOUBLE HI RIDER WILDTRAK,ABO7037,II8590,COOL WHITE,unavailable,"357,600.00"
"",,,FORD RANGER DOUBLE HI RIDER WILDTRAK 2.2L,,,ALLUMINIUM,,
1692,DAVAO DIAMOND,2017,,NBA2090,IP1760,,"1,394,964","643,450.00"
"",,,4X4,,,METALLIC,,
"",,,FORD RANGER DOUBLE HI RIDER WILDTRAK 4X4,,,,,
1693,DAVAO DIAMOND,2018,,ZAA8788,C1K131,COOL WHITE,"165,585","654,500.00"
"",,,MT 2,,,,,
"",,,FORD RANGER DOUBLR HI RIDER WILDTRAK 4X4,,,,,
1694,DAVAO DIAMOND,2018,,ZAA8020,C1I850,COOL WHITE,"126,942","699,550.00"
"",,,AT 2,,,,,
1695,DAVAO DIAMOND,2018,FORD RANGER FX4 2.2L 4X2 MT,NAQ2882,C1B901,METEOR GRAY,"113,923","561,850.00"
1696,DAVAO DIAMOND,2018,FORD RANGER WILDTRAK 2.2L 4X4 MT,NBR3185,C1L037,GREEN,"99,369","640,800.00"
1697,DAVAO DIAMOND,2019,HYUNDAI ACCENT 1.4  GL W/O SRS AT,LAG1718,K1B119,SLEEK SILVER,"91,780","273,000.00"
1698,DAVAO DIAMOND,2016,HYUNDAI ACCENT 1.4 E CVT AT 4DR SEDAN,MCV5690,MPO949,SONIC SILVER,"166,548","232,000.00"
1699,DAVAO DIAMOND,2018,HYUNDAI ACCENT 1.4 GL MT,LAB4490,,CRYSTAL WHITE,"150,433","156,800.00"
1700,DAVAO DIAMOND,2021,HYUNDAI ACCENT 1.4 GL MT W/O SRS,GAV8470,K1W718,STARDUST,"42,333","455,000.00"
1701,DAVAO DIAMOND,2018,HYUNDAI ACCENT 1.4GL MT,,MU4946,CHALK WHITE,"290,728","114,000.00"
1702,DAVAO DIAMOND,2018,HYUNDAI ACCENT 1.4L GL CVT AT,GAH9218,MV3481,SILVER,"131,236","248,200.00"
1703,DAVAO DIAMOND,2018,HYUNDAI ACCENT 1.6 GL 6MT DSL MT,,MU4526,WHITE,"288,396","200,000.00"
1704,DAVAO DIAMOND,2019,HYUNDAI ACCENT 1.6 GL DSL MT,LAD5538,K0E350,WHITE,"97,766","302,000.00"
1705,DAVAO DIAMOND,2018,HYUNDAI ACCENT 1.6 GL MT,LAC2961,MU9982,SILVER,"40,407","314,100.00"
1706,DAVAO DIAMOND,2016,HYUNDAI ACCENT 1.6L E 6MT DSL,,MP1548,SLEEK SILVER,unavailable,"190,400.00"
1707,DAVAO DIAMOND,2018,HYUNDAI EON 0.8 GLX 5MT,MAG4377,MU2242,RED,"109,907","195,000.00"
1708,DAVAO DIAMOND,2020,HYUNDAI KONA 2.0 GLS AT,LAI1787,K1O228,PULSE RED,"42,456","596,700.00"
1709,DAVAO DIAMOND,2019,HYUNDAI KONA 2.0 GLS AT,LAD1303,K0G543,DARK GRAY,"102,534","529,200.00"
1710,DAVAO DIAMOND,2020,HYUNDAI REINA 1.4 GL MT,NFW8559,K1N634,WHITE,"37,004","235,500.00"
1711,DAVAO DIAMOND,2015,KIA RIO  1.4 EX AT SEDAN,AAH4793,,SIGNAL RED,"153,233","235,900.00"
1712,DAVAO DIAMOND,2022,KIA STONIC 1.4 EX AT,LAK3962,X0S065,WHITE,"1,768","600,000.00"
1713,DAVAO DIAMOND,2023,KIA STONIC 1.4 LX AT,,X0X094,WHITE,"9,111","673,550.00"
1714,DAVAO DIAMOND,2023,KIA STONIC 1.4L EX AT,KAR6299,X0Y286,YELLOW/BLACK,"6,463","760,000.00"
1715,DAVAO DIAMOND,2016,MAZDA 2 1.5L V SDN AT,,,BLACK MICA,"55,872","234,650.00"
1716,DAVAO DIAMOND,2017,MAZDA 2V+ 1.5 SDN AT,KAA8480,RK5354,SILVER,"87,962","323,000.00"
1717,DAVAO DIAMOND,2016,MITSUBISHI ADVENTURE GLX 2.5L DSL MANUAL,DEB2319,NP5564,SOPORIFIC BLACK,"110,078","290,400.00"
1718,DAVAO DIAMOND,2017,MITSUBISHI ADVENTURE GLX 2.5L DSL MT,NAI2427,B1D278,MAJESTIC RED,"100,493","387,600.00"
1719,DAVAO DIAMOND,2023,MITSUBISHI L200 STRADA GLS 2.4D 2WD AT,NII4149,Y1O052,RED SOLID CLEAR,"16,189","1,054,000.00"
"",,,,,,TITANIUM GRAY,,
1720,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLS 1.2G CVT,,B9X356,,"50,028","476,000.00"
"",,,,,,METALLIC,,
1721,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,GAW5933,B9K264,SILVER METALLIC,"78,957","466,200.00"
"",,,,,,TITANIUM GRAY,,
1722,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,LAJ8481,B9F860,,"54,660","486,900.00"
"",,,,,,METALLIC,,
"",,,,,,COOL SILVER,,
1723,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,KAP2648,B9Z090,,"12,774","515,700.00"
"",,,,,,METALLIC,,
"",,,,,,COOL SILVER,,
1724,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,LAK2267,B9J164,,"49,026","477,900.00"
"",,,,,,METALLIC,,
"",,,,,,COOL SILVER,,
1725,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,NFL6596,B9O622,,"19,067","509,400.00"
"",,,,,,METALLIC,,
1726,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,GAW8310,B9K780,RED,"43,035","478,550.00"
1727,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,LAL7889,Y2I599,RED METALLIC,"18,446","613,700.00"
"",,,,,,COOL SILVER,,
1728,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,,B9W286,,"14,088","450,800.00"
"",,,,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
1729,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,LAL9382,Y2E433,,"10,703","461,300.00"
"",,,,,,METALLIC,,
1730,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,NFK2873,B9O524,RED METALLIC,"27,064","493,000.00"
"",,,,,,TITANIUM GRAY,,
1731,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,LAM1441,Y3J688,,"5,125","626,050.00"
"",,,,,,METALLIC,,
1732,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,GAS8821,Y1G093,WHITE SOLID,"12,931","639,000.00"
1733,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,LAL9365,Y2J481,RED METALLIC,"8,367","637,000.00"
"",,,,,,TITANIUM GRAY,,
1734,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,LAK5046,Y0M445,,"34,278","556,000.00"
"",,,,,,METALLIC,,
"",,,,,,COOL SILVER,,
1735,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G MT,LAJ9345,B9I070,,"52,188","468,900.00"
"",,,,,,METALLIC,,
"",,,,,,COOL SILVER,,
1736,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G MT,LAK2493,B90579,,"16,721","464,100.00"
"",,,,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
1737,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE G4 GLX 1.2G MT,KAR6236,Y2X101,,"9,949","461,250.00"
"",,,,,,METALLIC,,
1738,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G MT,ZAC6674,B9T111,TITANUIM GRAY M,"46,554","527,000.00"
1739,DAVAO DIAMOND,2018,MITSUBISHI MIRAGE G4 GLX 1.2G MT,MAO4710,B3K019,SAVANNA WHITE,"306,134","120,250.00"
1740,DAVAO DIAMOND,2014,MITSUBISHI MIRAGE GLS 1.2L GAS AT,ABQ1833,NC9648,SAVANNA WHITE,"142,633","196,000.00"
1741,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE GLX 1.2G CVT,,Y2D435,RED METALLIC,"10,133","493,600.00"
1742,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE GLX 1.2G CVT,GAK6856,Y2D443,RED METALLIC,"9,501","558,000.00"
1743,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE GLX 1.2G MT,LAL4176,Y1H345,RED METALLIC,"12,270","511,700.00"
1744,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE GLX 1.2G MT,MRD1784,Y2K660,RED METALLIC,"6,470","540,550.00"
"",,,,,,TITANIUM GRAY,,
1745,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE GLX 1.2G MT HATCHBACK,,Y1T352,,"21,655","440,000.00"
"",,,,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
1746,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE GLX 1.2G MT HATCHBACK,LAL9100,Y1J588,,"28,322","524,400.00"
"",,,,,,METALLIC,,
1747,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE GLX HATCHBACK 1.2 CVT AT,LAL6097,Y1S310,RED METALLIC,"16,444","526,150.00"
1748,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE GLX HATCHBACK 1.2 CVT AT,LAL6095,Y1T120,RED METALLIC,"12,247","557,100.00"
"",,,,,,TITANIUM GRAY,,
1749,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE GLX HATCHBACK 1.2G CVT,,Y0M899,,"3,885","515,700.00"
"",,,,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
1750,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE GLX HATCHBACK 1.2G CVT,LAK2451,Y0L553,,"42,460","476,850.00"
"",,,,,,METALLIC,,
1751,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE GLX HATCHBACK 1.2G CVT,LAK2327,Y0K310,TITANIUM GRAY,"48,441","413,250.00"
1752,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE GLX HATCHBACK 1.2G CVT,LAK3106,V0L755,TITANIUM GRAY,"35,097","452,800.00"
"",,,,,,TITANIUM GRAY,,
1753,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE HATCHBACK GLX 1.2 CVT AT,,Y1T098,,"7,017","493,600.00"
"",,,,,,METALLIC,,
"",,,MITSUBISHI MIRAGE HATCHBACK GLX 1.2G CVT,,,TITANIUM GRAY,,
1754,DAVAO DIAMOND,2023,,LAL5207,Y1J867,,"37,022","442,500.00"
"",,,AT,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
1755,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE HTACHBACK GLX 1.2 CVT AT,LAL3578,Y1J607,,"28,866","445,500.00"
"",,,,,,METALLIC,,
1756,DAVAO DIAMOND,2019,MITSUBISHI MONTERO GLX 2.4 DSL 4X2 MT,LAF3210,B5G376,MEDIUM RED,"74,050","804,600.00"
1757,DAVAO DIAMOND,2019,MITSUBISHI MONTERO SPORT GLS 2.4D 2WD AT,B4J378,GAM3112,TITANIUM GRAY,"64,195","541,450.00"
1758,DAVAO DIAMOND,2016,MITSUBISHI MONTERO SPORT GLS 4X2 AT DSL,NCG8366,NL4733,SAVANNA WHITE,"135,006","669,900.00"
1759,DAVAO DIAMOND,2019,MITSUBISHI MONTERO SPORT GLX 2.4D 2WD MT,KAD3335,B5V306,SILVER METALLIC,"80,160","755,650.00"
"",,,,,,STERLING SILVER,,
1760,DAVAO DIAMOND,2023,MITSUBISHI MONTERO SPORT GLX 2.4D 2WD MT,GAP4436,Y1R070,,"24,225","1,242,000.00"
"",,,,,,METALLIC,,
1761,DAVAO DIAMOND,2023,MITSUBISHI MONTERO SPORT GT 2.4D 4WD AT,LAK6400,Y0Z101,WHITE DIAMOND,"29,027","1,874,700.00"
1762,DAVAO DIAMOND,2018,MITSUBISHI MONTERO SPT GLS 2.4D 2WD,,B3R272,TITANIUM GRAY,"122,679","722,250.00"
1763,DAVAO DIAMOND,2017,MITSUBISHI MONTERO SPT GLX 2.4D 2WD MT,NCS9498,,SAVANNA WHITE,"75,795","671,200.00"
"",,,,,,WHITE DIAMOND,,
1764,DAVAO DIAMOND,2023,MITSUBISHI STRADA ATHLETE 2.4D 2WD AT,LAL8429,Y2L170,,"11,462","1,010,250.00"
"",,,,,,WITH BLACK ROOF,,
1765,DAVAO DIAMOND,2022,MITSUBISHI STRADA ATHLETE 2.4D 4WD AT,LAK2273,Y0I608,POLAR WHITE,"46,418","1,137,600.00"
1766,DAVAO DIAMOND,2023,MITSUBISHI STRADA ATHLETE 2.4D 4WD AT,LAK7608,Y0R776,JET BLACK MICA,"13,009","1,358,300.00"
1767,DAVAO DIAMOND,2021,MITSUBISHI STRADA GLS 2.4D 2WD AT,LAJ2477,B9C963,RED SOLID,"16,568","891,000.00"
1768,DAVAO DIAMOND,2023,MITSUBISHI STRADA GLS 2.4D 2WD MT,,Y2M684,GRAPHITE GRAY,"15,026","1,147,000.00"
"",,,,,,GRAPHITE GRAY,,
1769,DAVAO DIAMOND,2023,MITSUBISHI STRADA GLS 2.4D 2WD MT,LAK6211,Y1A137,,"42,675","1,116,000.00"
"",,,,,,METALLIC,,
"",,,,,,GRAPHITE GRAY,,
1770,DAVAO DIAMOND,2022,MITSUBISHI STRADA GLS 2.4D 2WD MT,LAJ7881,Y0H470,,"36,341","927,900.00"
"",,,,,,METALLIC,,
1771,DAVAO DIAMOND,2023,MITSUBISHI STRADA GLS 2.4D 4WD MT,LAK7614,Y0T143,BLACK,"35,014","944,300.00"
1772,DAVAO DIAMOND,2022,MITSUBISHI STRADA GLS 2.4D 4WD MT,LAJ6380,Y0G786,WHITE DIAMOND,"60,802","1,002,150.00"
1773,DAVAO DIAMOND,2019,MITSUBISHI STRADA GLS 2.4L 2WD AT,LAD7178,B4S706,RED SOLID,"103,722","761,400.00"
1774,DAVAO DIAMOND,2018,MITSUBISHI STRADA GLS 2.4L 4X2 MT DSL,,B4C256,GRAY,"56,152","793,000.00"
"",,,,,,GRAPHITE GRAY,,
1775,DAVAO DIAMOND,2023,MITSUBISHI STRADA GLS 4X2 AT,FAN6482,Y1B421,,"43,113","955,200.00"
"",,,,,,METALLIC,,
1776,DAVAO DIAMOND,2020,MITSUBISHI XPANDER GLS 1.5G 4X2 AT,LAI6539,B7Q613,RED METALLIC,"28,439","660,450.00"
"",,,,,,BLADE SILVER,,
1777,DAVAO DIAMOND,2023,MITSUBISHI XPANDER GLS 2WD AT,LAM4349,Y2Y306,,"25,286","885,600.00"
"",,,,,,METALLIC,,
"",,,,,,BLADE SILVER,,
1778,DAVAO DIAMOND,2023,MITSUBISHI XPANDER GLX 1.5G 2WD AT,ZAC7823,Y0Z961,,"34,005","801,000.00"
"",,,,,,METALLIC,,
1779,DAVAO DIAMOND,2023,MITSUBISHI XPANDER GLX 1.5G 2WD AT,DBG8694,Y1P913,JET BLACK MICA,"14,354","861,650.00"
1780,DAVAO DIAMOND,2020,MITSUBISHI XPANDER GLX 1.5G 2WD MT,LAH3281,B7W926,SILVER METALLIC,"98,007","508,000.00"
"",,,,,,GRAPHITE GRAY,,
1781,DAVAO DIAMOND,2023,MITSUBISHI XPANDER GLX 1.5G 2WD MT,LAL7266,Y1P165,,"14,065","816,050.00"
"",,,,,,METALLIC,,
1782,DAVAO DIAMOND,2018,NEW FORD ECOSPORT 1.5L 4X2 TREND AT,LAD6940,C1P611,RED,"50,314","396,900.00"
1783,DAVAO DIAMOND,2019,NEW FORD ECOSPORT 1.5L TREND MT,MAP1717,C1S989,CRYSTAL WHITE,"93,381","404,600.00"
1784,DAVAO DIAMOND,2019,NEW FORD RANGER 2.0L WILDTRAK 4X2 MT,MAO7579,C1Y097,ABSOLUTE BLACK,"53,927","660,100.00"
"",,,NEW FORD RANGER DOUBLE HI RIDER 4X2 XLS,,,,,
1785,DAVAO DIAMOND,2019,,MAJ1567,C2E818,ARCTIC WHITE,"97,131","705,000.00"
"",,,MT,,,,,
1786,DAVAO DIAMOND,2022,NISSAN ALMERA 1.0 VE TURBO CVT,JAM3700,F4W303,CAYENNE RED,"17,992","679,150.00"
1787,DAVAO DIAMOND,2023,NISSAN ALMERA 1.0 VE TURBO CVT,KAP7420,F5V148,GUN METALLIC,"13,644","802,800.00"
1788,DAVAO DIAMOND,2022,NISSAN ALMERA 1.0 VE TURBO MT,,F4Y330,BRILLIANT SILVER,"27,532","485,550.00"
1789,DAVAO DIAMOND,2022,NISSAN ALMERA 1.0 VE TURBO MT,JAM2235,F4X660,PEARL WHITE,"17,191","674,100.00"
1790,DAVAO DIAMOND,2019,NISSAN ALMERA 1.2L BASE MT MC,LAG3050,F2Q728,ALPINE WHITE,unavailable,"58,800.00"
1791,DAVAO DIAMOND,2018,NISSAN ALMERA 1.2L BASE MT MC,LAD4238,F0U925,TITANIUM GRAY,"69,139","265,050.00"
1792,DAVAO DIAMOND,2017,NISSAN ALMERA 1.2L MT,GAB7337,OY0893,ALPHINE WHITE,unavailable,"33,000.00"
1793,DAVAO DIAMOND,2018,NISSAN ALMERA 1.5L AT,,F0Q132,BLUISH BLACK,"67,148","231,700.00"
1794,DAVAO DIAMOND,2019,NISSAN ALMERA 1.5L E AT MC,LAD5832,F1L314,BRILLIANT SILVER,"158,699","265,000.00"
1795,DAVAO DIAMOND,2020,NISSAN ALMERA 1.5L E M/T MC,LAH3798,F4A929,SAPHIRE BLUE,"67,862","351,000.00"
1796,DAVAO DIAMOND,2018,NISSAN ALMERA 1.5L E MT MC,LAD2879,F0S320,TITANIUM GREY,"34,831","286,000.00"
"",,,,,,LUNAR METALLIC,,
1797,DAVAO DIAMOND,2020,NISSAN ALMERA 1.5L E MT MC,LAH2487,F4B921,,"88,370","306,000.00"
"",,,,,,GREY,,
1798,DAVAO DIAMOND,2020,NISSAN ALMERA 1.5L GAS MT SEDAN,,F3H539,ALPHINE WHITE,unavailable,"10,200.00"
1799,DAVAO DIAMOND,2020,NISSAN ALMERA N17 1.5L BASE AT MC,LAI3946,F3M904,BLUISH BLACK,"69,739","328,800.00"
"",,,,,,SAPPHIRE METALLIC,,
1800,DAVAO DIAMOND,2020,NISSAN ALMERA N17 1.5L BASE MT MC,LAF8577,F3N156,,"46,359","335,700.00"
"",,,,,,BLUE,,
"",,,NISSAN JUKE N-SPORT 1.6L STANDARD CVT 4X2,,,,,
1801,DAVAO DIAMOND,2019,,LAF3618,F1I769,BLACK OBSIDIAN,"80,424","527,850.00"
"",,,(EURO-4),,,,,
"",,,,,,DIAMOND PEARL,,
1802,DAVAO DIAMOND,2023,NISSAN LIVINA 1.5 EL AT,,F5M728,,"17,665","907,000.00"
"",,,,,,WHITE,,
1803,DAVAO DIAMOND,2023,NISSAN NAVARA 2.5 VE CALIBRE AT 4X2,LAM6154,F6C620,BLACK,"9,291","1,032,750.00"
"",,,,,,FORGED METALLIC,,
1804,DAVAO DIAMOND,2023,NISSAN NAVARA 2.5 VE CALIBRE AT 4X2,LAL7886,F5T836,,"7,821","1,098,000.00"
"",,,,,,COPPER,,
1805,DAVAO DIAMOND,2023,NISSAN NAVARA 2.5 VE CALIBRE AT 4X2,LAL4984,F5Q988,BRILLIANT SILVER,"38,277","1,137,150.00"
1806,DAVAO DIAMOND,2023,NISSAN NAVARA 2.5 VE CALIBRE AT 4X2,LAL7101,F5T845,BRILLIANT SILVER,"23,447","1,204,000.00"
"",,,,,,LUNAR METALLIC,,
1807,DAVAO DIAMOND,2023,NISSAN NAVARA 2.5 VE CALIBRE MT 4X2,KAP5535,F5P462,,"43,135","840,750.00"
"",,,,,,GRAY,,
"",,,,,,LUNAR METALLIC,,
1808,DAVAO DIAMOND,2023,NISSAN NAVARA 2.5 VE CALIBRE MT 4X2,JAN7 224.,F5P521,,"5,120","1,091,550.00"
"",,,,,,GRAY,,
1809,DAVAO DIAMOND,2023,NISSAN NAVARA 2.5 VE CALIBRE MT 4X2,JAN 3 042,F5M890,FORGED METTALIC,"74,698","967,500.00"
1810,DAVAO DIAMOND,2022,NISSAN NAVARA 2.5 VE CALIBRE MT 4X2,LAJ3705,F4W419,FORGED M. COPPER,"104,750","817,200.00"
1811,DAVAO DIAMOND,2019,NISSAN NAVARA 2.5-L EL CALIBRE AT 4X2 19MY,,F2U035,GALAXY BLACK,"86,052","347,200.00"
1812,DAVAO DIAMOND,2019,NISSAN NAVARA EL EL CALIBRE 4X2 AT DSL,LAG2352,F2L846,SAVANNA ORANGE,"45,703","839,000.00"
"",,,NISSAN NAVARA NP300 NCAP 2.5L 4X2 EL 7AT,,,,,
1813,DAVAO DIAMOND,2019,,,F2C254,EARTH BROWN,unavailable,"721,000.00"
"",,,CALI,,,,,
"",,,NISSAN NP300 NAVARA  2.5 EL CALIBRE DSL 4X2,,,,,
1814,DAVAO DIAMOND,2020,,LAH2287,F3T885,GALAXY BLACK,"65,282","847,000.00"
"",,,MT,,,,,
1815,DAVAO DIAMOND,2020,NISSAN NP300 NAVARA 2.5 EL CALIBRE DSL 4X2 A/,LAG5763,F3D224,SAVANNA ORANGE,"95,803","774,000.00"
"",,,NISSAN NP300 NAVARA 2.5L 4X2 EL 6MT CALIBRE,,,,,
1816,DAVAO DIAMOND,2020,,LAI2504,F3F462,BRILLIANT SILVER,"36,021","754,200.00"
"",,,N,,,,,
"",,,NISSAN NP300 NAVARA 2.5L 4X2 EL 7AT CALIBRE,,,,,
1817,DAVAO DIAMOND,2020,,LAI3225,F3P917,BRILLIANT SILVER,"64,303","754,800.00"
"",,,N,,,,,
1818,DAVAO DIAMOND,2020,NISSAN NP300 NAVARA 2.5-L E CALIBRE MT 4X2 19,LAG4879,F3A180,ALPINE WHITE,"56,525","758,700.00"
1819,DAVAO DIAMOND,2019,NISSAN NP300 NAVARA 2.5L EL CALIBRE AT 19 MY,LAF7976,F2K556,EARTH BROWN,"97,616","713,700.00"
"",,,NISSAN NP300 NAVARA 2.5L EL CALIBRE AT 4X2,,,,,
1820,DAVAO DIAMOND,2019,,KAC3912,F1P950,EARTH BROWN,"41,716","714,000.00"
"",,,(EURO 4),,,,,
1821,DAVAO DIAMOND,2019,NISSAN NP300 NAVARA 2.5L SV AT 4X2,LAD4727,F1O241,ASPEN PEARL WHITE,"65,064","704,650.00"
1822,DAVAO DIAMOND,2021,NISSAN NP300 NAVARA 2.5L VE CALIBRE AT 4X2,GAT7895,F4K819,ALPINE WHITE,"64,669","867,850.00"
1823,DAVAO DIAMOND,2021,NISSAN NP300 NAVARA 4X2 EL A/T CALIBRE,LAH2716,F4G581,SAVANNA ORANGE,"117,557","743,750.00"
1824,DAVAO DIAMOND,2021,NISSAN NP300 NAVARA 4X2 EL A/T CALIBRE,LAH1699,F4F972,GALAXY BLACK,"32,567","657,300.00"
1825,DAVAO DIAMOND,2019,NISSAN NP300 NAVARA 4X2 EL AT CALIBRE,LAF1150,F1V981,EARTH BROWN,"153,817","602,400.00"
1826,DAVAO DIAMOND,2019,NISSAN NP300 NAVARA 4X2 EL AT CALIBRE,LAF9938,,ALPINE WHITE,"120,259","661,300.00"
1827,DAVAO DIAMOND,2020,NISSAN NP300 NAVARA 4X2 EL AT CALIBRE,LAG5952,F3A873,ALPINE WHITE,"79,065","672,000.00"
1828,DAVAO DIAMOND,2019,NISSAN NP300 NAVARA 4X2 EL AT CALIBRE,LAD2170,F1N031,ALPINE WHITE,"97,108","656,000.00"
1829,DAVAO DIAMOND,2021,NISSAN NP300 NAVARA 4X2 EL MT CALIBRE,LAH38321,F4I689,GALAXY BLACK,"150,898","670,650.00"
1830,DAVAO DIAMOND,2020,NISSAN NP300 NAVARA 4X4 VL A/T,LAG6204,F3A198,SAVANNA ORANGE,"77,525","710,500.00"
1831,DAVAO DIAMOND,2019,NISSAN NP300 NAVARA 4X4 VL A/T,LAD1381,F1D785,BRILLIANT SILVER,"144,446","674,250.00"
1832,DAVAO DIAMOND,2019,NISSAN NP300 NAVARA 4X4 VL AT,,F1U271,GALAXY BLACK,"54,240","690,000.00"
1833,DAVAO DIAMOND,2022,NISSAN URVAN 2.5 L STANDARD 18 SEATER MT,LAJ6560,F4Y237,ALPINE WHITE,"31,311","979,200.00"
1834,DAVAO DIAMOND,2018,NISSAN URVAN 2.5L 15 SEATER MT,GAI8963,F0Y523,ALPINE WHITE,342934,"409,600.00"
1835,DAVAO DIAMOND,2023,NISSAN URVAN 2.5-L STANDARD 18-SEATER MT,,F5U853,ALPINE WHITE,"30,554","1,188,900.00"
1836,DAVAO DIAMOND,2020,NISSAN URVAN CARGO VAN MT,GAN3026,,ALPINE WHITE,"238,592","864,000.00"
1837,DAVAO DIAMOND,2022,SUZUKI CARRY CV-CMC-MT,,G3W424,WHITE,"5,152","444,800.00"
1838,DAVAO DIAMOND,2022,SUZUKI DZIRE GL MT,MAS2235,G3T959,WHITE,"45,017","515,000.00"
1839,DAVAO DIAMOND,2023,SUZUKI S PRESSO 1.0 - GL MT,LAL3186,G4B113,RED,"3,991","445,500.00"
1840,DAVAO DIAMOND,2024,SUZUKI S-PRESSO 1.0L GL AGS,LAM2523,G4Q085,WHITE,"7,939","571,900.00"
"",,,,,,CELESTITE GRAY,,
1841,DAVAO DIAMOND,2020,TOYOTA COROLLA ALTIS 1.6V CVT J4003,NAN2361,P7C446,,"42,988","845,750.00"
"",,,,,,METALLIC,,
1842,DAVAO DIAMOND,2019,TOYOTA FORTUNER 2.4L 4X2 G DSL AT X3010,NBT1062,P0S245,ATTITUDE BLACK,"90,630","1,175,000.00"
1843,DAVAO DIAMOND,2018,TOYOTA FORTUNER 2.4L 4X2 V DSL AT X5 008,GAH7760,A7A122,GRAY METALLIC,"110,673","1,048,050.00"
1844,DAVAO DIAMOND,2023,TOYOTA FORTUNER 2.4L G 4X2 AT,LAM7446,S9T980,SILVER METALLIC,"9,050","1,641,000.00"
"",,,,,,PLATINUM WHITE,,
1845,DAVAO DIAMOND,2023,TOYOTA FORTUNER 2.4L V 4X2 AT PC - QA-031,LAM3927,Z0V182,,"12,675","1,750,000.00"
"",,,,,,PEARL,,
